publisher,num_male,num_female,top_genres
Harlequin MIRA,1,14,"Romance, Adult, Contemporary"
Yearling Books,11,4,"Young Adult, Childrens, Middle Grade"
Reclam,15,0,"German Literature, Classics, School"
FaithWords,5,10,"Christian, Inspirational, Spirituality"
Virago,2,13,"Classics, Literature, Novels"
Silhouette,0,15,"Romance, Contemporary Romance, Contemporary"
McGraw-Hill Education,13,2,"Nonfiction, Self Help, Business"
Rodolfo Martin Vitangcol,15,0,
WSOY,9,6,"Finnish Literature, Novels, Historical Fiction"
Disney Hyperion,4,11,"Young Adult, Fantasy, Adventure"
HarperCollinsChildren’sBooks,14,1,"Childrens, Middle Grade, Fantasy"
Indiana University Press,15,0,"Classics, Literature, Novels"
Bastei Lübbe,7,8,"Romance, Historical Fiction, Historical"
Waterbrook Press,6,9,"Christian, Christian Fiction, Fantasy"
Rabén & Sjögren,6,9,"Young Adult, Swedish Literature, Romance"
DAW Books,3,12,"Fantasy, Epic Fantasy, Science Fiction Fantasy"
Century,9,6,"Adult, Thriller, Mystery"
Orion Publishing,6,9,"Chick Lit, Nonfiction, Contemporary"
De Boekerij,14,1,"Thriller, Espionage, Suspense"
Weidenfeld & Nicolson,8,7,"Nonfiction, Historical, Biography"
Random House Australia,9,6,"Fantasy, Young Adult, Young Adult Fantasy"
Soho Press,6,9,"Historical Fiction, Historical, Novels"
Signet Book,10,5,"Novels, Classics, Adult"
Viking Juvenile,8,6,"Young Adult, Contemporary, Realistic Fiction"
Vertical,13,1,"Japanese Literature, Japan, Horror"
Thorndike Press,11,3,"Romance, Mystery, Novels"
Image,13,1,"Religion, Nonfiction, Spirituality"
Blvnp Publishing Incorporated,5,9,"Romance, Paranormal, Young Adult"
Lyons Press,13,1,"Nonfiction, Biography, History"
MIT Press,13,1,"Nonfiction, Philosophy, History"
Worldwide Library,9,5,"Mystery, Fantasy, Urban Fantasy"
North Point Press,13,1,"Nonfiction, History, Classics"
Piatkus,7,7,"Romance, Mystery, Romantic Suspense"
E.L. Publishing,14,0,"M M Romance, Romance, Westerns"
Daw Books,10,4,"Fantasy, Science Fiction Fantasy, Science Fiction"
SM,4,10,"Young Adult, Fantasy, Spanish Literature"
Sang-e-Meel Publications,11,3,"Novels, Pakistan, Classics"
BLVNP Incorporated,8,6,"Romance, New Adult, Young Adult"
Tuttle Publishing,13,1,"Classics, Japan, Asia"
City Lights Publishers,12,2,"Poetry, Classics, Literature"
PublicAffairs,9,5,"Nonfiction, Politics, Economics"
Gallimard Education,12,2,"France, French Literature, Classics"
Pan Macmillan,9,5,"Science Fiction, Audiobook, British Literature"
Penguin Canada,9,5,"Canada, Novels, Historical Fiction"
Bantam Classics,13,1,"Classics, Literature, Short Stories"
Miramax Books,10,4,"Fantasy, Novels, Contemporary"
Bloomsbury UK,11,3,"Young Adult, Nonfiction, Historical Fiction"
Folio,11,3,"France, Classics, French Literature"
Hill and Wang,14,0,"Philosophy, Nonfiction, Theory"
Graywolf Press,9,5,"Literature, Contemporary, Poetry"
Corgi Childrens,8,6,"Young Adult, Childrens, Contemporary"
Xlibris Corporation,9,5,"Fantasy, Dark, Romance"
Dutton Juvenile,7,7,"Young Adult, Teen, Romance"
Tarcherperigee,7,7,"Nonfiction, Self Help, History"
Adamant Media Corporation,13,1,"Classics, Literature, 19th Century"
Red Fox,12,2,"Childrens, Fantasy, Classics"
Applewood Books,5,9,"Classics, Mystery, Young Adult"
Twelve,12,2,"Nonfiction, Audiobook, Philosophy"
Bloomsbury Methuen Drama,12,1,"Plays, Classics, Drama"
Debolsillo,10,3,"Historical Fiction, Thriller, Mystery"
Crown Publishing Group (NY),8,5,"Audiobook, Adult, Nonfiction"
Onyx,5,8,"Romance, Paranormal, Mystery"
مكتبة مصر,13,0,"Novels, Media Tie In, Classics"
Flammarion,12,1,"France, French Literature, Literature"
Random House Children's Books,10,3,"Childrens, Young Adult, Fantasy"
Newton Compton,5,8,"Romance, Contemporary, Chick Lit"
Quirk Books,11,2,"Young Adult, Nonfiction, Paranormal"
PT Gramedia Pustaka Utama,7,6,"Indonesian Literature, Novels, Romance"
HarperElement,6,7,"Nonfiction, Abuse, Memoir"
Pamela Dorman Books,4,9,"Adult, Adult Fiction, Audiobook"
David Fickling Books,6,7,"Young Adult, Childrens, Realistic Fiction"
Self Published,9,4,"Young Adult, Romance, Contemporary"
Robert Laffont,8,5,"Romance, France, Novels"
Atlantic Books,11,2,"Historical Fiction, Historical, Contemporary"
Putnam Publishing Group,10,3,"Romance, Contemporary, Audiobook"
Covenant Communications,8,5,"Lds, Lds Fiction, Historical Fiction"
Coronet,5,8,"Romance, Contemporary, Chick Lit"
HarperCollinsChildren'sBooks,11,2,"Young Adult, Mystery, Adventure"
Crown Books for Young Readers,8,5,"Young Adult, Fantasy, Audiobook"
Curiosity Quills Press,12,1,"Fantasy, Science Fiction, Young Adult"
Hyperion Book CH,3,10,"Young Adult, Fantasy, Romance"
Ellora's Cave Publishing,11,1,"Romance, Erotica, Paranormal"
Choc Lit,1,11,"Romance, Chick Lit, Adult"
Dark Horse Comics,12,0,"Comics, Graphic Novels, Graphic Novels Comics"
Pan Macmillan Australia,6,6,"Fantasy, Young Adult, Contemporary"
Darussalam Publishers,12,0,"Islam, Religion, Nonfiction"
John Wiley & Sons,12,0,"Nonfiction, Reference, Science"
Luna Books,6,6,"Fantasy, Romance, Magic"
Chelsea Green Publishing Company,9,3,"Nonfiction, Politics, Philosophy"
WildBlue Press,10,2,"True Crime, Nonfiction, Crime"
Random House Audio,8,4,"Audiobook, Mystery, Thriller"
Sacred Forest Publishing,12,0,"Paranormal Romance, Shapeshifters, Magic"
"Hackett Publishing Company, Inc.",12,0,"Classics, Philosophy, Nonfiction"
Yen On,12,0,"Light Novel, Fantasy, Manga"
Echo Library,11,1,"Classics, Literature, Historical Fiction"
Ballantine,6,6,"Romance, Mystery, Thriller"
Omnific Publishing,3,9,"Romance, Contemporary Romance, Contemporary"
Fourth Estate,9,3,"Nonfiction, Literary Fiction, Audiobook"
Top Shelf Productions,12,0,"Graphic Novels, Comics, Graphic Novels Comics"
Push,7,5,"Young Adult, Realistic Fiction, Contemporary"
Melville House,12,0,"Classics, Literature, Novels"
Sceptre,9,3,"Classics, Historical, Literature"
Wordsworth Editions,11,1,"Classics, Literature, Historical Fiction"
Edições ASA,4,8,"Romance, Historical, Historical Fiction"
American Girl Publishing Inc,1,11,"Middle Grade, Childrens, Juvenile"
Silhouette Books,0,12,"Romance, Contemporary Romance, Contemporary"
Simon and Schuster,7,5,"Audiobook, Fantasy, Young Adult"
Viz Media,10,2,"Manga, Comics, Graphic Novels"
Tor.com,7,5,"Fantasy, Novella, Audiobook"
Eerdmans,11,1,"Christian, Nonfiction, Theology"
FriesenPress,10,2,"Contemporary, Epic, Canada"
"Loose Id, LLC",4,8,"Erotica, Romance, BDSM"
Loose Id,5,7,"Romance, Contemporary, Erotica"
GagasMedia,9,3,"Indonesian Literature, Romance, Novels"
Hot Key Books,4,8,"Young Adult, Contemporary, Fantasy"
Hoopoe Books,12,0,"Picture Books, Childrens, Islam"
Wesleyan University Press,9,3,"Science Fiction, Speculative Fiction, Literature"
C.M. Owens,11,1,"Romance, New Adult, Paranormal"
Amazon Digital Services LLC,6,6,"Romance, Contemporary, Suspense"
Theatre Communications Group,11,1,"Plays, Drama, Theatre"
Forge,10,2,"Historical Fiction, Historical, Mystery"
Humanitas,8,4,"Romanian Literature, Romania, Nonfiction"
William Morrow & Company,9,3,"Nonfiction, Audiobook, Mystery"
PSICOM,11,1,"Romance, Young Adult, Contemporary"
IVP Books,10,2,"Nonfiction, Christian, Christianity"
Walker & Company,3,9,"Mystery, Romance, Young Adult"
Simon Schuster Audio,7,5,"Contemporary, Audiobook, Adult"
Rizzoli,7,5,"Italian Literature, Romance, Art"
Crown Archetype,6,6,"Nonfiction, Memoir, Biography"
Johns Hopkins University Press,11,1,"Nonfiction, History, Memoir"
Touchstone Books,7,5,"Nonfiction, History, Biography"
Atria,5,6,"Contemporary, Adult, Mystery"
Jossey-Bass,10,1,"Nonfiction, Leadership, Self Help"
Tellerup,7,4,"Fantasy, Danish, Humor"
Berkley Heat,2,9,"Romance, Erotica, Erotic Romance"
Waking Lion Press,9,2,"Classics, Literature, 19th Century"
Digital Manga Publishing,9,2,"Manga, Romance, Yaoi"
Prentice Hall,9,2,"Textbooks, Nonfiction, Reference"
Berrett-Koehler Publishers,7,4,"Nonfiction, Business, Psychology"
Volo,3,8,"Young Adult, Fantasy, Magic"
Coffee House Press,7,4,"American, Fantasy, Novels"
New English Library,11,0,"Horror, Fantasy, Thriller"
Entangled: Teen,3,8,"Romance, Young Adult, Fantasy"
WaterBrook,7,4,"Christian, Religion, Christian Fiction"
Tarcher,6,5,"Nonfiction, History, Philosophy"
Spencer Hill Press,2,9,"Fantasy, Young Adult, Paranormal"
Living Ink Books,10,1,"Fantasy, Christian, Christian Fiction"
Wicked Willow Press,11,0,"Paranormal, Shapeshifters, Paranormal Romance"
"Little, Brown & Company",9,2,"Audiobook, Mystery, Mystery Thriller"
Pyr,10,1,"Fantasy, Adventure, Mystery"
Albert Whitman Company,0,11,"Childrens, Young Adult, Middle Grade"
HarperPerennial,7,4,"Historical Fiction, Literature, Historical"
Random House Publishing Group,7,4,"Fantasy, Audiobook, Romance"
Record,10,1,"Classics, Brazil, Portuguese Literature"
Reagan Arthur Books,5,6,"Audiobook, Mystery, Adult"
Chatto & Windus,6,5,"Nonfiction, History, British Literature"
Workman Publishing Company,3,8,"Nonfiction, Self Help, Reference"
Canongate Books,9,2,"Novels, British Literature, Literature"
Scholastic Inc,7,4,"Young Adult, Childrens, Middle Grade"
Seven Seas,8,3,"Manga, Comics, Young Adult"
Books on Tape,8,3,"Audiobook, Adventure, Nonfiction"
De Bezige Bij,11,0,"Literature, Dutch Literature, Novels"
Harvill Secker,7,4,"Novels, Historical, Historical Fiction"
Riptide Publishing,4,7,"M M Romance, Romance, LGBT"
Mozaika Publications,0,11,"Romance, Dark, BDSM"
Simon & Schuster Books For Young Readers,8,3,"Young Adult, Fantasy, Science Fiction"
Egmont Books Ltd,6,5,"Childrens, Adventure, Young Adult"
Hesperus Press,11,0,"Classics, Literature, Novels"
Xulon Press,5,6,"Contemporary, Epic, Fantasy"
B Books,7,4,"Christian, Christian Fiction, Inspirational"
Rodale Books,8,3,"Nonfiction, Health, Science"
SFBC,9,2,"Fantasy, Science Fiction Fantasy, Magic"
AmazonCrossing,8,3,"Audiobook, Contemporary, Mystery"
Barnes & Noble,11,0,"Classics, Fantasy, Literature"
Trafford Publishing,7,4,"Business, Young Adult, Abuse"
Penguin Global,7,4,"India, Historical, Historical Fiction"
Hamish Hamilton,7,3,"Novels, Contemporary, Literary Fiction"
Orchard (NY),0,10,"Fairies, Childrens, Fantasy"
Pearson,7,3,"Nonfiction, Philosophy, Reference"
Penguin Australia,3,7,"Romance, Young Adult, Contemporary"
Walker Books Ltd,7,3,"Young Adult, Fantasy, Childrens"
Black Dog & Leventhal Publishers,1,9,"Classics, Mystery, Crime"
Berkley Hardcover,6,4,"Paranormal, Fantasy, Romance"
Vintage Books USA,7,3,"Classics, Literature, Novels"
الدار المصرية اللبنانية,10,0,"Novels, Literature, Drama"
Avery,7,3,"Nonfiction, Self Help, Psychology"
Booksurge Publishing,6,4,"Classics, Military Fiction, Religion"
Lamplighter Publishing,7,3,"Christian Fiction, Classics, Historical Fiction"
Bookouture,4,6,"Mystery, Thriller, Crime"
Night Shade Books,4,6,"Fantasy, Science Fiction Fantasy, Science Fiction"
AmazonEncore,7,3,"Historical Fiction, Science Fiction, Fantasy"
Carroll & Graf Publishers,7,3,"Historical, Classics, Novels"
Simon & Schuster Children's Publishing,4,6,"Young Adult, Romance, Contemporary"
Doğan Kitap,10,0,"Turkish Literature, Turkish, Novels"
الهيئة العامة لقصور الثقافة,10,0,"History, Philosophy, Art"
Doubleday Childrens,4,6,"Young Adult, Childrens, Middle Grade"
Vision Forum,8,2,"Nonfiction, Biography, History"
Bronwyn Editions,7,3,"Zombies, Horror, Astrology"
Seal Press,1,9,"Feminism, Nonfiction, Queer"
Editorial Presença,3,7,"Young Adult, Romance, Fantasy"
Schocken,10,0,"Classics, Literature, German Literature"
Metropolitan Books,7,3,"Nonfiction, Memoir, History"
Michael O'Mara,7,3,"Nonfiction, Biography, Humor"
Saída de Emergência,7,3,"Fantasy, Romance, Magic"
Atria/Keywords Press,8,2,"Audiobook, LGBT, Nonfiction"
Chosen Books,5,5,"Christian, Nonfiction, Christianity"
Punto de Lectura,8,2,"Spanish Literature, Novels, Latin American"
Atom,9,1,"Young Adult, Fantasy, Romance"
"Penguin Press HC, The",8,2,"Nonfiction, Audiobook, Biography"
Piper,9,1,"Fantasy, German Literature, High Fantasy"
Listening Library (Audio),6,4,"Young Adult, Childrens, Realistic Fiction"
"Strategic Book Publishing & Rights Agency, LLC",7,3,"Contemporary, Young Adult, Historical Fiction"
Atheneum/Richard Jackson Books,4,6,"Childrens, Young Adult, Middle Grade"
Kazé,0,10,"Manga, Graphic Novels, Romance"
Citadel,7,3,"Nonfiction, Biography, Classics"
Harper Collins Publishers,10,0,"Historical Fiction, Historical, War"
Eckankar,10,0,"Spirituality, Nonfiction, New Age"
Durand Publishing,0,10,"Paranormal, Fantasy"
Montag Press,9,1,"Science Fiction, Dystopia, Historical Fiction"
Riverhead Hardcover,6,4,"Contemporary, Historical Fiction, Adult"
Henry Holt and Company,1,9,"Young Adult, Fantasy, Magic"
Random House Inc,6,4,"Fantasy, Science Fiction Fantasy, Adventure"
HarperPrism,6,4,"Science Fiction, Science Fiction Fantasy, Fantasy"
Gramercy,10,0,"Classics, Literature, Historical Fiction"
ReganBooks,8,2,"Novels, Adult, Fantasy"
Dutton Children's Books,7,3,"Young Adult, Romance, Childrens"
Marvel Comics,10,0,"Graphic Novels, Comics, Graphic Novels Comics"
Atria/Emily Bestler Books,6,4,"Audiobook, Thriller, Mystery Thriller"
McSweeney's,10,0,"Contemporary, Novels, Literature"
Westland,7,2,"Indian Literature, India, Historical Fiction"
Hermes Press,9,0,"Comics, Science Fiction"
Holt McDougal,7,2,"Nonfiction, History, Politics"
Otava,7,2,"Finnish Literature, Classics, School"
The History Press,8,1,"Mythology, Nonfiction, Paranormal"
Griffin,4,5,"Romance, Adult, Contemporary"
P & R Publishing,8,1,"Christian, Theology, Christianity"
Actes Sud,9,0,"France, Contemporary, Literature"
Aegypan,8,1,"Classics, Literature, Novels"
DAW Books Inc,5,4,"Fantasy, Science Fiction Fantasy, Magic"
Publish America,5,4,"Travel, Inspirational, Adventure"
Columbia University Press,8,1,"Nonfiction, Philosophy, Classics"
"Bridge Publications, Inc.",9,0,"Philosophy, Religion, Nonfiction"
Virgin Publishing,9,0,"Doctor Who, Science Fiction, Fantasy"
PublishAmerica,6,3,"Politics, Vampires, Paranormal Romance"
Simon & Schuster Ltd,6,3,"Historical Fiction, Historical, Adult"
Amistad,6,3,"African American, Historical Fiction, Nonfiction"
Marion Boyars Publishers Ltd,9,0,"Novels, Literature, Philosophy"
Warner,5,4,"Thriller, Contemporary, Crime"
Editorial Planeta,8,1,"Spanish Literature, Romance, Young Adult"
MacMillan,8,1,"Thriller, Mystery, Novels"
Buccaneer Books,7,2,"Classics, Historical Fiction, Historical"
Annick Press,6,3,"Childrens, Picture Books, Canada"
Fantagraphics Books,7,2,"Graphic Novels, Comics, Graphic Novels Comics"
Angry Robot,6,3,"Fantasy, Science Fiction Fantasy, Magic"
Kristen Ashley,0,9,"Romance, Erotica, Adult"
Loveswept,7,2,"Romance, Contemporary Romance, Contemporary"
Amereon Limited,7,2,"Classics, Novels, Historical Fiction"
IVP Academic,9,0,"Theology, Religion, Christian"
Borgo Press,9,0,"Fantasy, Classics, Science Fiction"
Simon Spotlight Entertainment,0,9,"Nonfiction, Memoir, Biography"
Disney-Hyperion Books,9,0,"Fantasy, Young Adult, Mythology"
دار أخبار اليوم,9,0,"Literature, Nonfiction, Religion"
Diogenes,6,3,"German Literature, Contemporary, Roman"
Entangled Publishing,5,4,"Romance, Paranormal, Fantasy"
Entangled Teen,2,7,"Young Adult, Romance, Fantasy"
Droemer,5,4,"German Literature, Crime, Audiobook"
Trafalgar Square Publishing,5,4,"Young Adult, Fantasy, Classics"
Candlewick Press (MA),2,7,"Childrens, Young Adult, Fantasy"
Revell,1,8,"Christian Fiction, Romance, Christian"
Cassell,8,1,"Nonfiction, Reference, History"
ECW Press,8,1,"Nonfiction, Music, Biography"
Chelsea House Publications,5,4,"Historical Fiction, Asia, Classics"
NavPress Publishing Group,8,1,"Christian, Spirituality, Nonfiction"
Vintage Canada,5,4,"Canada, Adult Fiction, Historical Fiction"
Marvel Comics Group,9,0,"Comics, Graphic Novels, Marvel"
Heinemann Educational Books,8,1,"Literature, Africa, African Literature"
McGraw-Hill,9,0,"Business, Leadership, Nonfiction"
Deutscher Taschenbuch Verlag,7,2,"German Literature, Classics, Literature"
دار الفكر,8,1,"Islam, Religion, Spirituality"
HarperCollins Canada,6,3,"Historical Fiction, Historical, Fantasy"
Taschen,6,3,"Art, Nonfiction, Biography"
Deseret Book,7,2,"Lds, Religion, Church"
Harper Element,4,5,"Nonfiction, Abuse, Memoir"
Alma littera,5,4,"Classics, School, Read For School"
Digireads.com,9,0,"Classics, Literature, School"
Deseret Book Company,9,0,"Lds, Religion, Church"
Exact Change,8,1,"Literature, Classics, Novels"
Bloomsbury Academic,6,3,"Nonfiction, Philosophy, Sociology"
Liquid Silver Books,4,5,"Romance, Erotica, Contemporary"
Sterling,8,1,"Nonfiction, Self Help, Psychology"
WestBow Press,5,4,"Christian, Christian Fiction, Fantasy"
Wiley-Blackwell,9,0,"Nonfiction, Philosophy, History"
Time Warner,4,5,"Thriller, Mystery, Suspense"
"Galaxy's Edge, LLC",8,1,"Science Fiction, Space Opera, Military Fiction"
Archway Paperbacks,9,0,"Young Adult, Paranormal, Fantasy"
Arrow Books,6,3,"Thriller, Novels, Mystery"
VIZ Media - Children's,4,5,"Manga, Graphic Novels, Comics"
InterVarsity Press,9,0,"Christian, Theology, Religion"
Bentang Pustaka,4,5,"Novels, Indonesian Literature, Literature"
Wahlström & Widstrand,6,3,"Swedish Literature, Poetry, Sweden"
Houghton Mifflin Company,7,1,"Classics, Fantasy, Literature"
Black Library,8,0,"40k, Fantasy, Science Fiction Fantasy"
Subterranean Press,8,0,"Fantasy, Urban Fantasy, Short Stories"
Bloomsbury U.S.A. Children's Books,5,3,"Young Adult, Fantasy, Romance"
Fredonia Books (NL),8,0,"Classics, Novels, Russia"
Allison & Busby,1,7,"Historical Fiction, Romance, Historical"
Running Press Adult,5,3,"Nonfiction, Self Help, Personal Development"
Destra World Books Publishing,6,2,
Cátedra,8,0,"Classics, Spanish Literature, Literature"
Perfection Learning,6,2,"Classics, School, Literature"
Crown Publishers,7,1,"Nonfiction, History, Audiobook"
Usborne Publishing Ltd,4,4,"Young Adult, Romance, Contemporary"
Crown Forum,4,4,"Nonfiction, Politics, History"
Dial,3,5,"Young Adult, Romance, Fantasy"
Esencia,1,7,"Romance, Erotica, Erotic Romance"
Tantor Media,6,2,"Science Fiction, Fantasy, Classics"
Tyndale House,6,2,"Christian, Religion, Christian Fiction"
Nancy Paulsen Books,1,7,"Middle Grade, Childrens, Realistic Fiction"
Goldmann,5,3,"German Literature, Humor, Audiobook"
Grafton,7,1,"Science Fiction, Science Fiction Fantasy, Fantasy"
Random House Canada,5,3,"Nonfiction, Religion, Novels"
Glénat,2,6,"Graphic Novels, Comics, Young Adult"
Assírio & Alvim,6,2,"Poetry, Literature, Portugal"
Balboa Press,4,4,"Contemporary, Novels, Drama"
Cornell University Press,8,0,"Nonfiction, Politics, History"
HarperTempest,4,4,"Young Adult, Teen, Humor"
Head of Zeus,3,5,"Contemporary, Adult, Audiobook"
createspace,4,4,"Romance, Contemporary, Paranormal"
Running Press,8,0,"Fantasy, Young Adult, Mystery"
Raven House,8,0,"Urban Fantasy, Supernatural, Magic"
iUniverse.com,5,3,"Romance, Chick Lit, Adult"
Zonderkidz,4,4,"Childrens, Christian Fiction, Christian"
Ecco Press,6,2,"Historical Fiction, Audiobook, Poetry"
Mysterious Press,6,2,"Mystery, Crime, Mystery Thriller"
The New Press,6,2,"Nonfiction, History, Politics"
